age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,smoke,bmi,active,label
45, ?,51164, Some-college,10, Married-civ-spouse, ?, Wife, Black, Female,40, United-States,0.0,26.34302355762928,0.0,0
56, Private,170070, HS-grad,9, Married-civ-spouse, Exec-managerial, Wife, White, Female,40, United-States,1.0,22.490511515130454,1.0,1
22, Private,171419, Assoc-voc,11, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,40, South,1.0,21.160690855127925,0.0,0
35, Private,134367, Assoc-acdm,12, Divorced, Adm-clerical, Unmarried, White, Female,40, United-States,0.0,21.057578594309625,0.0,0
33, Private,105370, HS-grad,9, Divorced, Protective-serv, Not-in-family, White, Male,70, United-States,0.0,23.537944701522683,0.0,0
19, Private,35865, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,30, United-States,0.0,25.180954421246966,1.0,0
23, Private,148709, HS-grad,9, Separated, Handlers-cleaners, Other-relative, White, Female,40, United-States,0.0,23.195485465591197,0.0,0
31, Private,198751, Bachelors,13, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,40, Vietnam,1.0,23.351417246658645,0.0,0
38, Private,40319, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Female,42, United-States,0.0,25.016337352342557,0.0,0
25, Private,137367, Bachelors,13, Never-married, Sales, Unmarried, Asian-Pac-Islander, Male,44, Philippines,1.0,21.16800476789476,0.0,0
37, Federal-gov,289653, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,1.0,27.598019800736303,1.0,0
55, Private,143266, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Male,25, United-States,1.0,23.58135816874928,0.0,0
38, Self-emp-not-inc,133299, Assoc-acdm,12, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States,0.0,25.741544363549323,1.0,0
23, Private,210526, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,40, United-States,0.0,23.573899150238802,0.0,0
22, Self-emp-inc,375422, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Male,40, South,1.0,24.928310925270118,1.0,0
24, Private,126613, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female,8, United-States,0.0,23.48581527460626,0.0,0
26, Private,41521, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,35, United-States,0.0,25.46771143296728,0.0,0
23, Private,376416, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,40, United-States,0.0,20.883193323464717,1.0,0
26, Private,206199, HS-grad,9, Never-married, Adm-clerical, Own-child, Black, Male,40, United-States,0.0,24.872761319340725,0.0,0
24, Private,258120, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,55, Jamaica,0.0,24.759496178976306,0.0,0
38, Private,114059, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,60, United-States,0.0,22.8703390012924,1.0,0
33, State-gov,175023, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,37, United-States,0.0,24.00544054342484,0.0,0
25, Private,228608, Some-college,10, Never-married, Craft-repair, Other-relative, Asian-Pac-Islander, Female,40, Cambodia,1.0,26.32273191502809,0.0,0
52, Local-gov,175339, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,40, United-States,0.0,24.35981239343505,0.0,1
51, Private,392286, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States,0.0,18.83941487454441,1.0,1
37, Private,99270, HS-grad,9, Never-married, Transport-moving, Other-relative, White, Female,40, United-States,0.0,22.355302586164132,0.0,0
21, Private,65038, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,40, United-States,0.0,27.051581764542608,0.0,0
90, Self-emp-not-inc,82628, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Male,12, United-States,0.0,23.438275199703032,1.0,0
43, Private,175224, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,60, Nicaragua,0.0,24.392073860772165,1.0,0
39, State-gov,119421, HS-grad,9, Separated, Adm-clerical, Unmarried, White, Female,35, United-States,1.0,25.76606268720924,1.0,0
48, Private,102112, Assoc-acdm,12, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, United-States,1.0,22.221489848523866,1.0,1
50, Private,279461, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States,0.0,22.8776670887856,0.0,1
46, Private,175109, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States,0.0,24.163107755685463,0.0,1
47, Private,188081, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States,0.0,21.389411952720046,1.0,1
34, Private,191856, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, White, Female,40, United-States,1.0,19.09504421504493,0.0,1
29, Private,110442, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,45, United-States,0.0,24.60022517842217,1.0,0
36, Private,166549, Bachelors,13, Divorced, Adm-clerical, Not-in-family, White, Male,55, United-States,0.0,20.79089910272385,0.0,1
38, Private,173968, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,45, United-States,0.0,23.325153575965928,1.0,0
52, Self-emp-not-inc,129311, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,95, United-States,0.0,24.096758466369586,0.0,1
32, Private,51150, Assoc-voc,11, Divorced, Adm-clerical, Unmarried, White, Female,40, United-States,0.0,22.7383221717305,0.0,0
26, Private,190469, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Male,40, United-States,0.0,22.839899209797355,1.0,0
64, Private,153894, Bachelors,13, Never-married, Sales, Unmarried, White, Female,40, Peru,1.0,25.81314457891408,0.0,0
23, Private,235853, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,45, United-States,0.0,23.92908466579535,1.0,0
27, Private,183639, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,40, United-States,0.0,21.746149585526624,0.0,0
26, Private,266912, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,50, United-States,0.0,21.146826773807387,1.0,1
19, Private,369463, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,40, United-States,0.0,21.239238674154144,0.0,0
39, Private,191807, HS-grad,9, Never-married, Machine-op-inspct, Unmarried, White, Male,48, United-States,0.0,20.233211499771983,0.0,0
61, Self-emp-not-inc,315977, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,40, United-States,0.0,20.087509050788675,0.0,0
37, Private,286730, Some-college,10, Divorced, Craft-repair, Unmarried, White, Female,40, United-States,1.0,21.455326613258475,0.0,0
33, Private,133503, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,16, United-States,0.0,22.80881246603127,0.0,0
30, Private,217296, Assoc-voc,11, Married-civ-spouse, Adm-clerical, Wife, White, Female,35, United-States,0.0,25.79214443212296,1.0,0
31, Private,99928, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,50, United-States,0.0,27.211563223607826,1.0,0
57, Private,437727, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,45, United-States,0.0,20.442053166470405,1.0,1
33, Private,99309, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States,0.0,22.7991420531527,1.0,0
36, Self-emp-not-inc,122493, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,47, United-States,0.0,23.76756768686146,1.0,0
17, Private,154398, 11th,7, Never-married, Other-service, Own-child, Black, Male,16, Haiti,0.0,24.46156394679911,1.0,0
30, Local-gov,211654, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States,0.0,21.945814996958145,1.0,1
47, Private,278900, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,0.0,22.04774010625072,1.0,0
19, Private,495982, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,10, United-States,1.0,23.653779676403108,0.0,0
55, Self-emp-inc,124137, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,40, United-States,1.0,22.23855878988892,0.0,1
43, Private,50356, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,50, United-States,0.0,20.49600656145005,0.0,0
61, Self-emp-not-inc,171840, HS-grad,9, Widowed, Prof-specialty, Unmarried, White, Female,16, United-States,0.0,23.12810630311132,0.0,0
54, Self-emp-inc,119570, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,50, United-States,0.0,21.462248233591108,1.0,1
23, Private,216811, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,16, United-States,0.0,18.7098363317872,0.0,0
33, Private,135312, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,40, United-States,0.0,21.099510942326784,1.0,1
37, Federal-gov,48779, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States,0.0,26.219592476574807,0.0,0
28, Private,189346, HS-grad,9, Divorced, Handlers-cleaners, Own-child, White, Male,40, United-States,0.0,24.477446207239733,0.0,0
32, Private,256609, 12th,8, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, Mexico,0.0,25.51572349422151,0.0,0
56, Private,225267, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States,0.0,25.70545239962343,0.0,0
37, Self-emp-not-inc,205359, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, White, Female,15, United-States,0.0,21.330579171192948,0.0,0
38, State-gov,314052, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,38, United-States,1.0,23.77257473541719,0.0,0
26, Private,164583, HS-grad,9, Divorced, Sales, Unmarried, White, Female,30, United-States,0.0,25.79614607899177,0.0,0
41, Federal-gov,130760, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,24, United-States,1.0,21.943955461332283,0.0,0
29, Private,439263, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,35, Peru,1.0,24.39286829228784,1.0,0
63, Local-gov,41161, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,55, United-States,1.0,23.011402460038344,0.0,0
28, Local-gov,33662, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,40, United-States,0.0,21.834054216797508,1.0,1
54, Private,46401, Some-college,10, Divorced, Other-service, Not-in-family, White, Female,47, United-States,0.0,23.80385932403334,1.0,0
37, Private,259284, HS-grad,9, Never-married, Transport-moving, Not-in-family, Black, Male,50, United-States,0.0,21.761133770396533,0.0,0
70, ?,133248, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,14, United-States,0.0,24.16568935914566,1.0,0
25, Private,374918, 12th,8, Married-civ-spouse, Other-service, Wife, White, Female,40, United-States,0.0,23.555317378601465,1.0,0
55, Self-emp-not-inc,41938, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,8, United-States,0.0,25.73411566131889,0.0,0
17, Private,394176, 10th,6, Never-married, Handlers-cleaners, Own-child, White, Male,20, United-States,1.0,21.2282252369634,1.0,0
22, Private,168187, Some-college,10, Never-married, Other-service, Unmarried, White, Female,50, United-States,0.0,22.411383555895114,1.0,0
30, Private,110622, Bachelors,13, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,40, China,1.0,20.938460945528977,0.0,0
20, Private,400443, HS-grad,9, Never-married, Sales, Own-child, White, Female,20, United-States,0.0,21.772963563817,0.0,0
30, Private,100734, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,40, United-States,0.0,25.028125404826824,1.0,0
54, Private,285854, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States,0.0,22.374160867787445,1.0,1
34, Self-emp-inc,79586, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Other, Male,60, United-States,0.0,24.77606629152546,0.0,0
26, Private,208326, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,45, United-States,0.0,28.681303704319657,0.0,0
31, Self-emp-not-inc,229946, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, Columbia,0.0,29.178493913679556,0.0,0
34, Private,167832, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,0.0,21.93469607505254,0.0,0
35, Private,112158, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,0.0,23.441270971739893,0.0,0
19, Private,112269, Some-college,10, Never-married, Other-service, Other-relative, White, Female,40, United-States,0.0,24.84557387047426,0.0,0
68, ?,152157, HS-grad,9, Widowed, ?, Not-in-family, White, Female,20, United-States,0.0,28.54820171731221,1.0,0
49, Federal-gov,181657, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Female,50, United-States,0.0,21.537827698276118,0.0,0
44, Self-emp-inc,383493, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,60, United-States,0.0,22.249012426745384,0.0,1
25, Private,61956, Some-college,10, Never-married, Transport-moving, Not-in-family, White, Male,50, United-States,0.0,23.154959237745746,0.0,0
78, ?,135839, HS-grad,9, Widowed, ?, Not-in-family, White, Female,20, United-States,0.0,24.361178139780588,0.0,0
59, Private,96840, HS-grad,9, Divorced, Other-service, Unmarried, White, Female,40, United-States,1.0,22.366162248059567,0.0,0
20, Private,154781, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,40, United-States,0.0,20.566892326611487,0.0,0
28, Private,261725, HS-grad,9, Never-married, Other-service, Unmarried, White, Female,40, Mexico,0.0,24.57200925983557,1.0,0
67, Private,180539, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,10, United-States,0.0,24.433710552004793,0.0,0
50, Self-emp-not-inc,68898, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,55, United-States,0.0,19.710580799419557,0.0,1
30, Private,296453, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States,0.0,26.801838503726312,0.0,1
83, Self-emp-inc,240150, 10th,6, Married-civ-spouse, Farming-fishing, Husband, White, Male,50, United-States,0.0,23.09116161628104,1.0,1
45, Self-emp-not-inc,364365, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,35, United-States,0.0,20.855858726990203,1.0,0
52, Private,178915, HS-grad,9, Never-married, Exec-managerial, Unmarried, White, Female,40, United-States,0.0,25.007373529272265,0.0,0
19, Private,171306, HS-grad,9, Never-married, Sales, Own-child, White, Male,3, United-States,0.0,25.024537514245328,1.0,0
20, Private,190963, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Female,30, United-States,1.0,25.41927881778661,1.0,0
33, Federal-gov,428271, HS-grad,9, Divorced, Adm-clerical, Unmarried, Black, Female,35, United-States,0.0,26.231875356470326,0.0,0
52, Private,273514, HS-grad,9, Separated, Craft-repair, Not-in-family, White, Male,40, United-States,0.0,21.62364866429159,1.0,0
53, Local-gov,35305, Bachelors,13, Divorced, Prof-specialty, Unmarried, White, Female,57, United-States,0.0,24.962846768539034,1.0,0
55, Private,191367, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,40, United-States,0.0,23.81557561238645,1.0,0
41, Private,175674, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,40, United-States,0.0,22.78709380049364,1.0,1
25, Local-gov,244408, Bachelors,13, Never-married, Tech-support, Unmarried, Asian-Pac-Islander, Female,40, Vietnam,0.0,22.82332955477057,0.0,0
37, Private,280500, Some-college,10, Never-married, Tech-support, Own-child, Black, Female,40, United-States,0.0,24.1450052436965,0.0,0
46, Private,270565, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Husband, White, Male,60, United-States,0.0,23.651357083652748,0.0,0
40, Private,100292, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,52, United-States,0.0,23.33201856431093,1.0,1
28, Private,383322, Assoc-voc,11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States,0.0,20.503986783218853,1.0,1
42, Private,289636, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,46, United-States,0.0,23.408359271292824,0.0,0
18, Private,115815, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,20, United-States,1.0,24.36790748328,1.0,0
22, Private,203182, Bachelors,13, Never-married, Exec-managerial, Other-relative, White, Female,20, United-States,0.0,23.33256072966041,0.0,0
32, Private,29312, 10th,6, Married-civ-spouse, Transport-moving, Husband, White, Male,80, United-States,0.0,20.32392988395745,0.0,1
